Unnamed: 0,model,method,consult,output
158,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?designer?renaissanceCenter
WHERE {
 ?designer a :Designer.
 ?designer :owns?renaissanceCenter.
 ?renaissanceCenter a :RenaissanceCenter.
  FILTER (?designer!=?renaissanceCenter)
}
","{'head': {'link': [], 'vars': ['designer', 'renaissanceCenter']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
159,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?university
WHERE {
 ?person a :Person.
 ?person :name ""Joshua A. Siegel"".
 ?person :university?university.
}
","{'head': {'link': [], 'vars': ['university']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
160,CodeLlama-13b-Instruct-hf,ont_rag_,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
161,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?river
WHERE {
 ?river a :River.
 ?river :originatesFrom dbr:Essex.
}
","{'head': {'link': [], 'vars': ['river']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
162,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?division
WHERE {
 ?company a :Company.
 ?company :country dbr:Taiwan.
 ?company :division?division.
}
","{'head': {'link': [], 'vars': ['division']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
163,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?guest
WHERE {
 ?guest a :Person.
 ?guest :guestIn?episode.
 ?episode a :TelevisionEpisode.
 ?episode :title ""Sunrise"".
 ?episode :partOfSeries :HIMYM.
  FILTER (?guest = dbr:Timm_Gunn)
}
","{'head': {'link': [], 'vars': ['guest']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
164,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>

SELECT?university
WHERE {
 ?university :principal?person.
 ?person :playerInTeam dbr:Stanford_Cardinal.
 ?person :playerInTeam dbr:Gerald_Reaven.
}
","{'head': {'link': [], 'vars': ['university']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
165,CodeLlama-13b-Instruct-hf,ont_rag_,None,"['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 3: syntax error at \'None\' before \'}\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\nNone""']"
166,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?debutPlace
WHERE {
 ?debutPlace a :Place.
 ?debutPlace :premierePlace?debut.
 ?debut a :Play.
 ?debut :premiereYear ""1994"".
 ?debut :premierePlace ""New York"".
}
","{'head': {'link': [], 'vars': ['debutPlace']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
167,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpedia: <http://dbpedia.org/resource/>

SELECT?city
WHERE {
 ?city a dbpedia-owl:City.
 ?city dbpedia-owl:closeTo dbpedia:Fountain_Lake_Farm.
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
168,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?character
WHERE {
 ?film a :Film.
 ?film :title ""Batman Live""@en.
 ?film :characterInPlay?character.
}
","{'head': {'link': [], 'vars': ['character']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
169,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT?artist
WHERE {
 ?artist a :Artist.
 ?artist :almaMater dbr:San_Francisco_Art_Institute.
}
","{'head': {'link': [], 'vars': ['artist']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Karen_Finley'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Michael_Shaowanasai'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Kathryn_Bigelow'}}, {'artist': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Richard_Alpert_(artist)'}}]}}"
170,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?org
WHERE {
 ?plant a :Factory.
 ?plant :locationCity ""Kansas City"".
 ?plant :productionCompany?org.
 ?org a :Company.
 ?org :name ""Ford Motor Company"".
}
","{'head': {'link': [], 'vars': ['org']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
171,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?country
WHERE {
 ?country a :Country.
 ?country :currency ""Aureus"".
}
","{'head': {'link': [], 'vars': ['country']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
172,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?award
WHERE {
 ?award a :Award.
 ?award :award?person.
 ?person a :Person.
 ?person :name ""A. Peter Dewey"".
}
","{'head': {'link': [], 'vars': ['award']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
173,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT (COUNT(DISTINCT?show) AS?numShows)
WHERE {
 ?show a :TelevisionEpisode.
 ?show :broadcastNetwork?network.
 ?network :formerBroadcastNetwork?sisterStation.
 ?sisterStation :name ""Cartoonite"".
}
","{'head': {'link': [], 'vars': ['numShows']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'numShows': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
174,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?work
WHERE {
 ?work dul:coparticipatesWith dbr:John_Fanning.
}
","{'head': {'link': [], 'vars': ['work']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
175,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT (COUNT(?award) AS?numberOfAwards)
WHERE {
 ?award a :Award.
 ?award :awardedTo dbr:Muhammad_Yunus.
}
","{'head': {'link': [], 'vars': ['numberOfAwards']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'numberOfAwards': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
176,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?band?associate
WHERE {
 ?band a :Band.
 ?band :label ""Motown""@en.
 ?band :bandMember?associate.
}
","{'head': {'link': [], 'vars': ['band', 'associate']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
177,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?writer
WHERE {
 ?work a :MusicalWork.
 ?work :artist?composer.
 ?composer a :MusicComposer.
 ?composer :name ""Emil Dean Zoghby"".
 ?work :lyrics?writer.
}
","{'head': {'link': [], 'vars': ['writer']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
178,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT (COUNT(DISTINCT?unit) AS?count)
WHERE {
 ?unit a :MilitaryUnit.
 ?unit :militaryUnitSize ""Arlington County, Virginia"".
}
","{'head': {'link': [], 'vars': ['count']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'count': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
179,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?faith
WHERE {
 ?person a :Person.
 ?person :name ""Kwai Chang Caine"".
 ?person :faith?faith.
}
","{'head': {'link': [], 'vars': ['faith']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
180,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?relatedPerson
WHERE {
 ?relatedPerson :bandMember dbr:Kelly_Osbourne.
 ?relatedPerson :bandMember dbr:Ozzy_Osbourne.
}
","{'head': {'link': [], 'vars': ['relatedPerson']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
181,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX : <http://dbpedia.org/ontology/>
PREFIX foaf: <http://xmlns.com/foaf/0.1/>

SELECT?house
WHERE {
 ?legislature a :Legislature.
 ?legislature :leader?leader.
 ?leader foaf:name ""Pullaiahgaripalli"".
 ?legislature :administrativeHeadCity?house.
}
","{'head': {'link': [], 'vars': ['house']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
182,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?servingRailwayLine
WHERE {
 ?station a :Station ;
          :servingRailwayLine?servingRailwayLine.
 ?servingRailwayLine a :RailwayLine ;
                      :label ""Daund Junction railway station""@en.
 ?servingRailwayLine :label ""99 (2009 film)""@en.
}
","{'head': {'link': [], 'vars': ['servingRailwayLine']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
183,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpedia: <http://dbpedia.org/resource/>

SELECT?ethnicity
WHERE {
  dbpedia:Riley_Reid dbpedia-owl:ethnicity?ethnicity.
}
","{'head': {'link': [], 'vars': ['ethnicity']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Chickasaw'}}, {'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Puerto_Ricans_in_the_United_States'}}, {'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Cherokee'}}, {'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Dominican_Americans_(Dominican_Republic)'}}, {'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Irish_Americans'}}, {'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/German_Americans'}}, {'ethnicity': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Dutch_Americans'}}]}}"
184,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT?show
WHERE {
 ?show a :TelevisionEpisode.
 ?show :broadcastNetwork?broadcastNetwork.
 ?broadcastNetwork :subsidiary?subsidiary.
 ?subsidiary a :ViacomProductions.
}
","{'head': {'link': [], 'vars': ['show']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
185,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX : <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>

SELECT?place
WHERE {
 ?person rdf:type :Person.
 ?person :name ""Giuseppe Bertello"".
 ?person :name ""Pietro Parolin"".
 ?place rdf:type :PopulatedPlace.
 ?place :leader?person.
}
","{'head': {'link': [], 'vars': ['place']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
186,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbpedia: <http://dbpedia.org/ontology/>
PREFIX wikidata: <http://www.wikidata.org/entity/>

SELECT?university
WHERE {
 ?university a dbpedia:EducationalInstitution.
 ?university dbpedia:location?location.
 ?location a dbpedia:Mount.
 ?location dbpedia:name ""Mount Moosilauke"".
}
","{'head': {'link': [], 'vars': ['university']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
187,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>

SELECT (COUNT(DISTINCT?religion) AS?num_religions)
WHERE {
 ?sanggar_agung a :Sanggar_Agung.
 ?sanggar_agung :architecturalStyle?style.
 ?style :isPartOf?religion.
}
","{'head': {'link': [], 'vars': ['num_religions']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'num_religions': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
188,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT (COUNT(DISTINCT?thing) AS?num_things)
WHERE {
 ?thing a :Work.
 ?thing :language ""C++"".
}
","{'head': {'link': [], 'vars': ['num_things']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'num_things': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
189,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX : <http://dbpedia.org/ontology/>
PREFIX dul: <http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX prov: <http://www.w3.org/ns/prov#>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wikidata: <http://www.wikidata.org/entity/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT?garrison?line
WHERE {
 ?garrison a :Garrison.
 ?garrison :locationCity?city.
 ?city :name ""Vadodara"".
 ?line a :RailwayLine.
 ?line :servingRailwayLine?station.
 ?station a :Station.
 ?station :name ""Vadodara Junction"".
}
","{'head': {'link': [], 'vars': ['garrison', 'line']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
190,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>
PREFIX dbpedia: <http://dbpedia.org/resource/>

SELECT?shareholder
WHERE {
 ?soccerClub dbpedia-owl:playerInTeam dbpedia:Steve_Holland.
 ?soccerClub dbpedia-owl:shareholder?shareholder.
}
","{'head': {'link': [], 'vars': ['shareholder']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
191,CodeLlama-13b-Instruct-hf,ont_rag_,"
PREFIX dbpedia: <http://dbpedia.org/resource/>
PREFIX dbpedia-owl: <http://dbpedia.org/ontology/>

SELECT?city?stadium
WHERE {
 ?city dbpedia-owl:locationCity?location.
 ?location dbpedia-owl:locationCountry ""Greece"".
 ?stadium dbpedia-owl:locationCity?city.
 ?stadium dbpedia-owl:sportCountry ""Greece"".
 ?stadium dbpedia-owl:name ""Panionios G.S.S."".
}
","{'head': {'link': [], 'vars': ['city', 'stadium']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
