Unnamed: 0,model,method,consult,output
463,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?actor?episode
WHERE {
 ?actor dbo:starring dbr:Sunrise_(HIMYM).
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 9: syntax error at \'(\' before \'HIMYM\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT?actor?episode\\nWHERE {\\n ?actor dbo:starring dbr:Sunrise_(HIMYM).\\n}\\n""']"
464,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?university
WHERE {
 ?university dbo:almaMater dbr:Stanford_Cardinal.
 ?university dbo:almaMater dbr:Gerald_Reaven.
}
","{'head': {'link': [], 'vars': ['university']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
465,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?city
WHERE {
  dbr:David_W._Brown_House dbo:nearestCity?city.
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Colorado'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Arapahoe_County,_Colorado'}}, {'city': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Englewood,_Colorado'}}]}}"
466,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?debut
WHERE {
  dbr:Deion_Sanders dbo:debut?debut.
}
","{'head': {'link': [], 'vars': ['debut']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
467,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?city
WHERE {
 ?city dbo:nearer dbr:Fountain_Lake_Farm.
}
","{'head': {'link': [], 'vars': ['city']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
468,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?character
WHERE {
 ?film dbo:partOfSeries dbr:Batman_Live.
 ?film dbo:character?character.
}
","{'head': {'link': [], 'vars': ['character']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
469,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?artist
WHERE {
 ?artist dbo:location dbr:San_Francisco_Art_Institute.
}
","{'head': {'link': [], 'vars': ['artist']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
470,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?owning_organisation
WHERE {
  dbr:Ford_Kansas_City_Assembly_Plant dbo:owningOrganization?owning_organisation.
  dbr:Ford_Y-block_engine dbo:builder?owning_organisation.
}
","{'head': {'link': [], 'vars': ['owning_organisation']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
471,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT?country
WHERE {
 ?country dbo:currency dbr:Aureus.
}
","{'head': {'link': [], 'vars': ['country']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'country': {'type': 'uri', 'value': 'http://dbpedia.org/resource/History_of_the_Roman_Empire'}}, {'country': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Roman_Empire'}}]}}"
472,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?award
WHERE {
 ?award dbo:recipient dbr:A._Peter_Dewey.
}
","{'head': {'link': [], 'vars': ['award']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
473,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?show)
WHERE {
 ?show dbo:network dbr:Cartoon_Network.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '195'}}]}}"
474,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?film
WHERE {
 ?film dbo:developer dbr:John_Fanning.
}
","{'head': {'link': [], 'vars': ['film']}, 'results': {'distinct': False, 'ordered': True, 'bindings': []}}"
475,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?award)
WHERE {
 ?award dbo:recipient dbr:Muhammad_Yunus.
}
","{'head': {'link': [], 'vars': ['callret-0']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'callret-0': {'type': 'typed-literal', 'datatype': 'http://www.w3.org/2001/XMLSchema#integer', 'value': '0'}}]}}"
476,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?band
WHERE {
 ?band dbo:associatedBand dbr:Motown.
}
","{'head': {'link': [], 'vars': ['band']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'band': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Freddie_Perren'}}, {'band': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Wah_Wah_Watson'}}, {'band': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Richard_%22Pistol%22_Allen'}}, {'band': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Robert_White_(guitarist)'}}]}}"
477,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT?composer
WHERE {
 ?musical dbo:composer?composer.
}
FILTER (lang(?composer) = ""en"" && regex(?composer, ""Emil Dean Zoghby"", ""i""))
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb\'Virtuoso 37000 Error SP030: SPARQL compiler, line 11: syntax error at \\\'FILTER\\\' before \\\'(\\\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT DISTINCT?composer\\nWHERE {\\n ?musical dbo:composer?composer.\\n}\\nFILTER (lang(?composer) = ""en"" && regex(?composer, ""Emil Dean Zoghby"", ""i""))\\n\'']"
478,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>

SELECT DISTINCT COUNT(?unit)
WHERE {
 ?unit dbo:location dbr:Arlington_County,_Virginia.
}
","['output error: QueryBadFormed: A bad request has been sent to the endpoint: probably the SPARQL query is badly formed. \n\nResponse:\nb""Virtuoso 37000 Error SP030: SPARQL compiler, line 9: syntax error at \'_Virginia\' before \'.\'\\n\\nSPARQL query:\\ndefine sql:big-data-const 0\\n#output-format:application/sparql-results+json\\n\\nPREFIX dbo: <http://dbpedia.org/ontology/>\\nPREFIX dbr: <http://dbpedia.org/resource/>\\n\\nSELECT DISTINCT COUNT(?unit)\\nWHERE {\\n ?unit dbo:location dbr:Arlington_County,_Virginia.\\n}\\n""']"
479,deepseek-coder-6.7b-instruct,CoT_,"
PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbr: <http://dbpedia.org/resource/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT?religion
WHERE {
 ?person dbo:religion?religion.
 ?person rdfs:label ""Kwai Chang Caine""@en.
}
","{'head': {'link': [], 'vars': ['religion']}, 'results': {'distinct': False, 'ordered': True, 'bindings': [{'religion': {'type': 'uri', 'value': 'http://dbpedia.org/resource/Buddhism'}}]}}"
